id,title,author,tags,lyrics,theme,updated_at,updated_by,version,歌詞連結
let-the-beauty-of-jesus,願主榮美彰顯 Let the beauty of Jesus,生命聖詩 404,回應,,forest,,,0,
god-s-way-f10c,神的路最美善 God's Way,生命聖詩 48,回應,,forest,,,0,
jesus-at-the-center,耶穌祢是中心 Jesus at the Center,約書亞,回應,,forest,,,0,
my-life-renewed,再次將我更新 My Life Renewed,小羊詩歌,回應,,forest,,,0,https://www.youtube.com/watch?v=Rz_LKvS73EM
turn-your-eyes-upon-jesus,當轉眼仰望耶穌 Turn Your Eyes upon Jesus,生命聖詩 293,回應,,forest,,,0,
i-love-to-tell-the-story,我愛傳講主福音 I Love to Tell the Story,生命聖詩 263,回應,,forest,,,0,
holy-spirit-revives-me,願那靈火復興我 Holy Spirit Revives Me,,回應,,forest,,,0,
wherever-he-leads-i-ll-go,主領我何往必去 Wherever He Leads I'll Go,世紀頌讚 345,回應,,forest,,,0,
the-longer-i-serve-him,事奉祂愈久愈甘甜 The Longer I Serve Him,教會聖詩 433,回應,,forest,,,0,
your-glorious-kingdom-come,願祢榮耀國度降臨 Your Glorious Kingdom Come,讚美之泉,回應,,forest,,,0,
lord-i-offer-my-life-to-you,"主, 我獻上生命給祢 Lord, I offer my life to you",約書亞,回應,,forest,,,0,
yet-not-i-but-through-christ-in-me,不是我，是基督住我心 Yet Not I But Through Christ In Me,,回應,,forest,,,0,
how-blessed-children-of-god-are,上帝的兒女何等有福! How Blessed Children of God Are,世紀頌讚,回應,,forest,,,0,http://www.christianstudy.com/data/hymns/text/century_praise367.html
i-have-decided-to-follow-jesus,我已經決定要跟隨耶穌 I Have Decided to Follow Jesus,,回應,,forest,,,0,http://mandarin.ccic-sj.org/resources/hymns/TanHymns/T296_IHaveDecidedToFollowJesus.htm
spirit-song,聖靈之歌 Spirit Song,,聖靈,,vesper,,,0,
fill-me-now,求聖靈充滿 Fill Me Now,生命聖詩161,聖靈,,vesper,,,0,
holy-spirit-come,"聖靈的江河 Holy Spirit, Come",讚美之泉,聖靈,,vesper,,,0,
fill-me-now-c0fd,願主聖靈充滿我 Fill Me Now,,聖靈,,vesper,,,0,
rock-of-ages,萬古磐石為我開 Rock of Ages,生命聖詩190,認罪悔改,,snow,,,0,
out-of-the-depth,深處的呼求 Out of the Depth,新心,認罪悔改,,snow,,,0,
wounded-for-me,為我受傷 Wounded For Me,生命聖詩124,聖餐,,parchment,,,0,
according-to-thy-gracious-word,遵主恩言 According to Thy Gracious Word,生命聖詩237,聖餐,,parchment,,,0,
just-as-i-am,來就上主羔羊 Just As I Am,生命聖詩198,聖餐,,parchment,,,0,
lead-me-to-calvary,領我到髑髏地 Lead Me to Calvary,生命聖詩125,聖餐,,parchment,,,0,
i-gave-my-life-for-thee,我曾捨命為你 I Gave My Life for Thee,生命聖詩126,聖餐,,parchment,,,0,
all-for-jesus,都歸耶穌 All for Jesus,生命聖詩460,奉獻,,forest,,,0,
i-surrender-all,奉獻所有 I Surrender All,生命聖詩461,奉獻,,forest,,,0,
give-of-your-best-to-the-master,將最好的獻主 Give of Your Best to the Master,生命聖詩462,奉獻,,forest,,,0,
is-your-all-on-the-altar,一切獻在壇上 Is Your All on the Altar,生命聖詩465,奉獻,,forest,,,0,
